customer_id,customer_name,customer_gender,customer_age,education_level,kids_home,teens_home,total_children,year_first_transaction,years_tenure,distinct_stores_visited,number_complaints,typical_hour,time_of_day,lifetime_total_distinct_products,percentage_of_products_bought_promotion,lifetime_spend_groceries,lifetime_spend_vegetables,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_meat_fish,lifetime_spend_electronics_videogames,lifetime_spend_electronics,lifetime_spend_videogames,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_hygiene,lifetime_spend_petfood,total_spend,perc_spend_vegetables,perc_spend_meat_fish,perc_spend_petfood,perc_spend_tech_entertainment,perc_spend_groceries,perc_spend_alcohol,perc_spend_hygiene,latitude,longitude,is_customer_outlier
18482,Kristina Glesener,female,47,Msc,1,1,2,2012,14,5,1,14,Afternoon,261,0.7035809873911993,13177.0,285.0,1040.0,13.0,1053.0,426.0,292.0,134.0,415.0,1078.0,640.0,150.0,17224.0,0.016546679052475297,0.06113562470967189,0.00870877844867121,0.024732930794226234,0.7650371574542701,0.06258708778445042,0.03715745471433049,38.768344133103405,-9.179989630477714,0
18484,Tony Smith,male,28,Msc,1,1,2,2017,9,6,1,12,Afternoon,18,0.3524191455168642,11825.0,545.0,1095.0,704.0,1799.0,1423.0,1311.0,112.0,951.0,65.0,529.0,26.0,17163.0,0.031754355299171616,0.10481850492332062,0.001514886674822866,0.08291091301049763,0.6889821126838612,0.003787216687057165,0.030822117345434465,38.72354831724154,-9.178754367297383,0
18485,Nora Lusk,female,83,Phd,1,0,1,2010,16,3,1,14,Afternoon,70,0.2563690249430027,17937.0,1884.0,61.0,152.0,213.0,2397.0,2191.0,206.0,408.0,444.0,930.0,484.0,24697.0,0.07628456897595809,0.008624529295052587,0.019597521966222782,0.09705632263023968,0.7262825444383016,0.017977892051658916,0.037656395513609886,38.75851536836001,-9.165306641177354,0
18486,Dirk Rice,male,40,Bsc,0,1,1,2018,8,5,0,17,Afternoon,119,0.0797541367202871,7384.0,481.0,588.0,728.0,1316.0,373.0,159.0,214.0,475.0,568.0,567.0,251.0,11415.0,0.042137538326726114,0.11528690319744608,0.021988611476108637,0.03267630310991443,0.6468681559346063,0.04975908891804664,0.04967148488826134,38.708644057891696,-9.18408761910526,0
18487,Lera Flanagan,female,84,Bsc,1,1,2,2015,11,2,0,14,Afternoon,178,0.0627135089792387,5818.0,1064.0,161.0,177.0,338.0,1798.0,1698.0,100.0,715.0,142.0,1752.0,487.0,12114.0,0.08783226019474341,0.02790160145284142,0.040201419844774475,0.14842331187044044,0.4802707611024597,0.011721974574862373,0.14462605250111885,38.74070921436439,-9.083227872432904,0
18489,Jeffrey Graham,male,85,Phd,4,3,7,2010,16,4,0,14,Afternoon,286,0.1304489051577427,31267.0,711.0,1623.0,1031.0,2654.0,4287.0,3897.0,390.0,843.0,1143.0,1128.0,715.0,42748.0,0.016632357069332686,0.06208477589593383,0.016725928698414726,0.10028539346867683,0.7314260316270396,0.026738093010193056,0.026387199401135403,38.74549315078667,-9.172294417272544,0
18490,Anita Swafford,female,83,Phd,1,2,3,2012,14,2,0,10,Morning,139,0.1388715556022934,6173.0,467.0,527.0,357.0,884.0,435.0,384.0,51.0,358.0,221.0,927.0,609.0,10074.0,0.046356958507001826,0.08775064522524542,0.06045265038707519,0.04318046456219656,0.6127655350400906,0.021937661306311355,0.0920190589635775,38.74635628404311,-9.170130637339632,0
18492,Karissa Clements,female,76,Msc,1,1,2,2014,12,4,1,10,Morning,218,0.1892842195799927,11400.0,1449.0,101.0,191.0,292.0,1734.0,1727.0,7.0,514.0,148.0,1818.0,428.0,17783.0,0.08148231457004922,0.01642017657312241,0.024067930045535584,0.097508856773268,0.6410616881287515,0.008322555249390809,0.10223246921211143,38.76703218702242,-9.10630120581921,0
18493,Jeffrey Hines,male,39,Unknown,1,0,1,2020,6,2,0,20,Evening,30,1.0,11235.0,384.0,953.0,1166.0,2119.0,227.0,71.0,156.0,144.0,119.0,147.0,396.0,14771.0,0.025996885789705503,0.14345677340725513,0.026809288470633803,0.015367950714226952,0.760612010019118,0.008056326585872279,0.00995193284137164,38.753873845168,-9.147296642094991,0
18495,Daniel Saunders,male,25,Phd,1,1,2,2022,4,1,0,14,Afternoon,101,0.1401716328941617,33630.0,613.0,1023.0,612.0,1635.0,910.0,809.0,101.0,313.0,113.0,288.0,336.0,37838.0,0.016200644854374915,0.04321052909772102,0.008879961943017899,0.024049896929006807,0.8887890480467021,0.002986415772503043,0.007611395951158198,38.75433336634156,-9.163112249426106,0
18497,Jonathan Long,male,40,Phd,1,1,2,2013,13,2,1,14,Afternoon,93,0.0812561647038186,11532.0,1923.0,68.0,25.0,93.0,1278.0,1120.0,158.0,514.0,372.0,984.0,429.0,17125.0,0.11229197080285414,0.0054306569343033975,0.02505109489049632,0.0746277372262338,0.6734014598536213,0.02172262773721359,0.057459854014564986,38.72383143292966,-9.122812719379349,0
18499,Jewel Avila,female,55,Bsc,0,1,1,2013,13,3,0,7,Morning,146,0.2462063880471516,31615.0,0.0,835.0,0.0,835.0,1819.0,1798.0,21.0,262.0,194.0,635.0,343.0,35703.0,0.0,0.02338739041536471,0.009607035823317478,0.050948099599459166,0.8854998179422219,0.005433717054587729,0.017785620255995917,38.74267202184481,-9.15238260467796,0
18500,William Ishak,male,84,Msc,2,1,3,2016,10,6,0,12,Afternoon,365,0.0914508657973943,21350.0,469.0,502.0,483.0,985.0,281.0,24.0,257.0,346.0,565.0,561.0,732.0,25289.0,0.018545612716984242,0.03894974099409271,0.028945391276828287,0.011111550476487361,0.8442405789074917,0.02234172960574861,0.02218355806871676,38.77624422956455,-9.12445206651694,0
18501,Lori Lawrence,female,40,Msc,1,0,1,2014,12,6,1,20,Evening,146,0.0,11858.0,48.0,792.0,348.0,1140.0,232.0,57.0,175.0,401.0,1089.0,1285.0,307.0,16360.0,0.002933985330071556,0.06968215158919945,0.01876528117358266,0.014180929095345855,0.7248166259164274,0.06656479217599844,0.07854523227379062,38.71193340205592,-9.112892991626309,0
18503,Virginia Warmack,female,83,Unknown,1,2,3,2014,12,1,3,6,Morning,187,0.4828230190037593,15357.0,192.0,1477.0,1706.0,3183.0,1998.0,1998.0,0.0,675.0,284.0,385.0,501.0,22575.0,0.008504983388700552,0.14099667774080132,0.0221926910298905,0.08850498338866511,0.6802657807305956,0.012580287929119565,0.017054263565883916,38.78356115799132,-9.170305030486864,0
18504,Jon Cantrell,male,39,Bsc,1,1,2,2021,5,5,0,13,Afternoon,203,0.3301918938297294,2467.0,218.0,1190.0,296.0,1486.0,2351.0,2003.0,348.0,339.0,393.0,953.0,241.0,8448.0,0.025804924242393695,0.175899621211913,0.02852746212117835,0.27829071969664027,0.2920217803026846,0.04651988636358129,0.1128077651513816,38.78460195114121,-9.088914563554546,0
18505,Sara Gadsden,female,63,Bsc,1,1,2,2014,12,3,0,13,Afternoon,94,0.0807230735091823,10111.0,1360.0,246.0,274.0,520.0,1065.0,1041.0,24.0,566.0,334.0,1835.0,283.0,16074.0,0.08460868483259636,0.032350379494816256,0.017606071917371152,0.06625606569611406,0.6290282443693983,0.020778897598593516,0.11415951225574582,38.75705374338965,-9.094128799542505,0
18507,Robert Hansen,male,28,Bsc,1,1,2,2026,0,4,1,19,Evening,184,0.4037941158459224,54608.0,304.0,1107.0,1649.0,2756.0,4108.0,3787.0,321.0,549.0,441.0,1173.0,342.0,64281.0,0.004729235699506117,0.04287425522315414,0.005320390161944382,0.0639069087288524,0.8495200759165462,0.006860503103559861,0.018248004853686432,38.73779281940944,-9.179373863608715,0
18508,Timothy Scott,male,62,Msc,3,3,6,2015,11,1,4,15,Afternoon,321,0.1563404106760825,24172.0,1302.0,1048.0,1062.0,2110.0,4009.0,3675.0,334.0,595.0,2450.0,826.0,479.0,35943.0,0.0362240213671546,0.0587040592048358,0.013326656094367938,0.11153771248918802,0.6725092507579578,0.0681634810672264,0.02298083075980776,38.715372879125326,-9.118095675313295,0
18509,Alfredo Poche,male,66,Unknown,1,1,2,2013,13,2,1,18,Evening,12,0.5365108346291846,8672.0,245.0,798.0,458.0,1256.0,838.0,360.0,478.0,219.0,218.0,31.0,631.0,12110.0,0.02023121387281566,0.10371593724186315,0.05210569777039462,0.069199009083345,0.7161023947145201,0.01800165152764822,0.002559867877784839,38.77964815502271,-9.17702954147487,0
18510,Elizabeth Blankenship,female,45,Bsc,1,0,1,2014,12,4,1,9,Morning,260,0.0973922154312336,17150.0,792.0,660.0,1198.0,1858.0,1906.0,1801.0,105.0,532.0,548.0,127.0,467.0,23380.0,0.033875106928984655,0.07946963216420895,0.01997433704019676,0.08152266894778377,0.7335329341314227,0.02343883661247928,0.005431993156541731,38.700777666699,-9.158406026313411,0
18511,Donald Byrd,male,34,Msc,1,0,1,2017,9,5,1,21,Evening,244,0.6309522206131585,10791.0,166.0,555.0,437.0,992.0,3112.0,2863.0,249.0,263.0,1180.0,452.0,369.0,17325.0,0.009581529581524051,0.05725829725826421,0.021298701298689004,0.17962481962471594,0.6228571428567833,0.06810966810962879,0.02608946608945103,38.703474866389286,-9.148515093663606,0
18512,Noella Ramos,female,39,Msc,0,1,1,2015,11,2,1,8,Morning,201,0.0,17521.0,667.0,1400.0,798.0,2198.0,2331.0,2183.0,148.0,410.0,20.0,869.0,480.0,24496.0,0.027228935336370334,0.08972893533634482,0.019595035924224527,0.09515839320701536,0.715259634225704,0.000816459830176022,0.035475179621148156,38.73663128941615,-9.15694367329868,0
18513,Marshall Buchanan,male,85,Phd,3,1,4,2011,15,3,2,19,Evening,279,0.8034025113600678,29428.0,176.0,991.0,1183.0,2174.0,4704.0,4455.0,249.0,650.0,500.0,1415.0,393.0,39440.0,0.004462474645029295,0.055121703853941405,0.009964503042593824,0.11926977687623752,0.7461460446245574,0.012677484787015043,0.03587728194725257,38.72834998135804,-9.172613909764962,0
18514,Annie Barnette,female,84,Bsc,1,0,1,2012,14,2,1,7,Morning,69,0.1053320933011525,23158.0,229.0,654.0,1033.0,1687.0,1223.0,1028.0,195.0,473.0,408.0,760.0,755.0,28693.0,0.00798104067193811,0.05879482800681044,0.026313038023202066,0.04262363642698824,0.8070958073394879,0.014219496044326414,0.026487296553157045,38.74418433298242,-9.169855217045573,0
18515,James Mosher,male,75,Bsc,1,1,2,2008,18,2,0,7,Morning,189,0.1261144489991182,34240.0,361.0,883.0,535.0,1418.0,1576.0,1449.0,127.0,133.0,300.0,693.0,519.0,39240.0,0.009199796126399287,0.03613659531089803,0.013226299694186233,0.04016309887868497,0.8725790010191457,0.007645259938835973,0.017660550458711097,38.76390990281526,-9.149243456473664,0
18517,Amelia Cain,female,50,Bsc,0,1,1,2008,18,2,0,7,Morning,113,0.1134035652941021,13437.0,734.0,744.0,818.0,1562.0,631.0,618.0,13.0,159.0,412.0,531.0,409.0,17875.0,0.04106293706291409,0.08738461538456649,0.02288111888110608,0.03530069930067955,0.7517202797198591,0.023048951048938154,0.029706293706277087,38.74815351009121,-9.149861487861315,0
18518,Rose Ryan,female,56,Bsc,0,0,0,2020,6,3,0,9,Morning,133,0.0972894754166422,15909.0,1178.0,279.0,79.0,358.0,695.0,630.0,65.0,559.0,181.0,1897.0,685.0,21462.0,0.054887708508035184,0.016680644860676226,0.031916876339562056,0.0323828161401396,0.7412636287388215,0.008433510390453623,0.08838878016956091,38.78124551750538,-9.074859632621406,0
18519,Tyler Mickey,male,80,Unknown,0,0,0,2020,6,1,1,19,Evening,136,0.0,6686.0,123.0,748.0,1323.0,2071.0,17311.0,15890.0,1421.0,615.0,1233.0,267.0,298.0,28604.0,0.004300097888405712,0.07240246119421326,0.01041812333938945,0.6051950776113113,0.23374353237301296,0.0431058593203597,0.009334358830929474,38.758495297362586,-9.1676216700433,0
18520,Michael Okie,male,84,Phd,0,1,1,2011,15,1,0,14,Afternoon,231,0.047343886056741,3520.0,604.0,465.0,543.0,1008.0,813.0,680.0,133.0,330.0,67.0,1006.0,390.0,7738.0,0.07805634530876447,0.1302662186609844,0.050400620315261824,0.1050659085033535,0.45489790643518363,0.008658568105442415,0.13000775394141897,38.74733692005532,-9.168149194991129,0
18521,Edward Ferguson,male,75,Bsc,1,0,1,2016,10,3,0,12,Afternoon,132,0.1517293074435367,9714.0,1930.0,44.0,133.0,177.0,2874.0,2676.0,198.0,358.0,404.0,344.0,269.0,16070.0,0.12009956440565021,0.011014312383316108,0.016739265712497363,0.17884256378333613,0.6044803982572468,0.02514001244553507,0.021406347230851643,38.74311589889014,-9.136657508210634,0
18522,Trent Kohler,male,78,Bsc,0,1,1,2008,18,5,1,9,Morning,227,0.3339376373364234,30557.0,1151.0,1240.0,690.0,1930.0,4702.0,4424.0,278.0,606.0,955.0,561.0,284.0,40746.0,0.028248171599659293,0.047366612673625054,0.006970009326067107,0.11539783046185752,0.7499386442839175,0.023437883473218617,0.013768222647618475,38.71224478790405,-9.184586566279105,0
18524,Arthur Riley,male,74,Phd,1,1,2,2012,14,5,1,21,Evening,245,0.292021855222381,13422.0,171.0,802.0,1571.0,2373.0,3892.0,3474.0,418.0,592.0,718.0,2006.0,463.0,23637.0,0.0072344206117497,0.10039345094550899,0.0195879341709948,0.16465710538555456,0.5678385581924238,0.03037610525869172,0.08486694588988244,38.74200462507798,-9.194953003498728,0
18525,Chris Furr,male,66,Unknown,1,0,1,2016,10,2,1,19,Evening,201,0.2601372967268373,11386.0,20.0,847.0,1196.0,2043.0,15263.0,15263.0,0.0,629.0,826.0,401.0,207.0,30775.0,0.0006498781478470675,0.06638505280257793,0.006726238830217148,0.4959545085294895,0.3699756295693355,0.026839967506083886,0.013030056864333702,38.73229488396838,-9.155913539892628,0
18526,Shu Weckerly,female,77,Unknown,0,0,0,2019,7,2,1,21,Evening,155,0.1450422502394835,7958.0,61.0,993.0,1009.0,2002.0,16104.0,14142.0,1962.0,448.0,1347.0,457.0,295.0,28672.0,0.0021275111607135435,0.06982421874997564,0.010288783482139269,0.5616629464283756,0.27755301339276034,0.046979631696412186,0.015938895089280154,38.72520323166069,-9.15156834311668,0
18527,Edith Venecia,female,62,Phd,1,1,2,2020,6,4,1,13,Afternoon,53,0.2571134830588623,18313.0,1550.0,5.0,158.0,163.0,1170.0,1091.0,79.0,824.0,107.0,1600.0,229.0,23956.0,0.0647019535815392,0.0068041409250263795,0.009559191851724177,0.048839539155097325,0.7644431457669209,0.004466521956919157,0.06678911337449207,38.7693961387469,-9.141293962542012,0
18528,Teresa Frazier,female,86,Phd,1,1,2,2014,12,1,0,7,Morning,169,0.1986560517661891,13239.0,174.0,834.0,207.0,1041.0,342.0,82.0,260.0,275.0,188.0,1345.0,408.0,17012.0,0.010228074300487756,0.06119209969429744,0.023983070773557498,0.020103456383717314,0.778215377380215,0.011051022807423552,0.07906183870204617,38.74691853548018,-9.163781148499677,0
18529,Donald Rung,male,29,Unknown,1,0,1,2021,5,2,1,10,Morning,97,0.7769554422355536,9445.0,87.0,635.0,704.0,1339.0,919.0,855.0,64.0,115.0,227.0,922.0,281.0,13335.0,0.00652418447693549,0.1004124484438692,0.021072365954239915,0.06891638545176684,0.7082864641914448,0.01702287214096961,0.06914135733028186,38.75700068072926,-9.15320735341236,0
18530,Cecil White,male,29,Unknown,0,0,0,2018,8,1,2,13,Afternoon,142,0.1474495861992953,5632.0,163.0,640.0,282.0,922.0,10788.0,9234.0,1554.0,337.0,1506.0,64.0,96.0,19508.0,0.00835554644248085,0.0472626614721923,0.0049210580274733845,0.5530038958373216,0.28870207094510525,0.07719909780598871,0.003280705351648923,38.75030568826505,-9.156798286619695,0
18531,Mary Durkin,female,30,Unknown,2,0,2,2016,10,2,2,10,Morning,86,0.7837130030016725,13852.0,397.0,233.0,550.0,783.0,1259.0,1211.0,48.0,212.0,644.0,85.0,317.0,17549.0,0.02262237164509509,0.04461792694737898,0.018063707333740915,0.07174197959993632,0.7893327255109753,0.03669724770640111,0.00484358083081381,38.748432065611205,-9.156254702251466,0
18533,Charles Conner,male,44,Msc,1,2,3,2014,12,2,1,7,Morning,150,0.2788562976981607,17037.0,1005.0,958.0,941.0,1899.0,832.0,524.0,308.0,281.0,375.0,1144.0,356.0,22929.0,0.043830956430701805,0.08282088185263953,0.015526189541621733,0.036285926119745175,0.74303284050733,0.016354834489067837,0.04989314841464962,38.73893837625893,-9.14797013439283,0
18534,Nicole Martinez,female,42,Bsc,2,3,5,2009,17,2,1,9,Morning,292,0.1937688611729361,33754.0,699.0,1762.0,299.0,2061.0,4919.0,4475.0,444.0,705.0,1032.0,1424.0,130.0,44724.0,0.015629192379926746,0.04608264019317457,0.0029067167516315835,0.10998569000981354,0.7547178248813267,0.023074859136029188,0.03183972811017981,38.77585274964612,-9.123690557916396,0
18536,Jacob Nelson,male,67,Unknown,1,0,1,2015,11,1,2,8,Morning,164,0.2630313973511938,2409.0,119.0,823.0,1512.0,2335.0,7969.0,6613.0,1356.0,222.0,1279.0,157.0,467.0,14957.0,0.007956140937348428,0.15611419402276117,0.031222838804552233,0.5327940094935262,0.1610617102359022,0.08551180049469445,0.010496757371123556,38.76774836577632,-9.150502227050335,0
18537,Joyce Mcnett,female,45,Bsc,3,1,4,2017,9,4,0,12,Afternoon,208,0.1956971919492768,29768.0,816.0,1280.0,1825.0,3105.0,5507.0,4954.0,553.0,837.0,1348.0,1115.0,619.0,43115.0,0.018926127797745815,0.07201669952451073,0.014356952336770416,0.1277281688507184,0.6904325640726684,0.03126522092078598,0.025861069233439442,38.773216740821525,-9.18749106844527,0
18538,Cynthia Lewis,female,53,Bsc,2,1,3,2012,14,4,0,14,Afternoon,316,0.4786712433781845,48047.0,424.0,533.0,605.0,1138.0,3946.0,3509.0,437.0,739.0,420.0,539.0,127.0,55380.0,0.0076561935716851475,0.020548934633437967,0.0022932466594434288,0.07125315998554149,0.8675875767423497,0.007583965330442834,0.009732755507401637,38.78535176847991,-9.123071323400625,0
18539,Steven Catron,male,32,Unknown,2,0,2,2016,10,1,2,8,Morning,6,0.4774106831848875,11280.0,0.0,542.0,288.0,830.0,498.0,350.0,148.0,216.0,903.0,718.0,357.0,14802.0,0.0,0.056073503580559333,0.024118362383445398,0.033644102148335596,0.762059181191216,0.061005269558126594,0.04850695851908626,38.74785659769812,-9.157117511936365,0
18542,Lisa Moberg,female,34,Unknown,2,1,3,2017,9,2,2,11,Morning,89,0.0,8216.0,215.0,541.0,298.0,839.0,1564.0,1426.0,138.0,189.0,649.0,117.0,402.0,12191.0,0.017635960954788255,0.06882126158635975,0.03297514559918548,0.12829136248041317,0.6739397916490247,0.0532359937658492,0.009597243868419656,38.7468299760227,-9.157538522493072,0
18544,Maribel Curtis,female,39,Unknown,0,0,0,2012,14,5,1,15,Afternoon,9,0.8086783689100213,15883.0,435.0,960.0,12.0,972.0,1814.0,1359.0,455.0,202.0,566.0,280.0,637.0,20789.0,0.020924527394284995,0.04675549569481612,0.03064120448312538,0.08725768435225972,0.764009812881445,0.027225936793483462,0.013468661311263903,38.759947833868765,-9.187086715644917,0
18545,Valerie Moore,female,41,Bsc,0,0,0,2020,6,4,1,21,Evening,293,0.2688073636156531,17882.0,671.0,426.0,540.0,966.0,886.0,640.0,246.0,485.0,1361.0,397.0,276.0,22924.0,0.02927063339730009,0.04213924271504007,0.012039783632868591,0.038649450357686854,0.7800558366773773,0.059370092479471566,0.01731809457336533,38.780252142789664,-9.110810305439472,0
18547,Shirley Parker,female,69,Msc,1,0,1,2016,10,5,3,14,Afternoon,305,0.2790147184356283,22613.0,484.0,210.0,119.0,329.0,1113.0,1080.0,33.0,336.0,533.0,394.0,302.0,26104.0,0.018541219736431757,0.012603432424144728,0.011569108182649567,0.04263714373274493,0.8662657064048167,0.02041832669321927,0.015093472264781223,38.74782396606226,-9.147552531106369,0
18548,Janet Frazier,female,84,Unknown,0,1,1,2018,8,4,0,12,Afternoon,14,0.586534739616054,10333.0,352.0,979.0,50.0,1029.0,1663.0,1278.0,385.0,190.0,100.0,579.0,491.0,14737.0,0.023885458370072683,0.06982425188296816,0.03331750016961843,0.11284521951542861,0.7011603447101166,0.006785641582407012,0.039288864762136604,38.73829566293532,-9.154458749373736,0
18549,John Harter,male,70,Bsc,2,2,4,2014,12,2,1,13,Afternoon,465,0.2441460883923623,52436.0,664.0,1638.0,1921.0,3559.0,5013.0,4485.0,528.0,719.0,1553.0,1075.0,439.0,65458.0,0.010143909071464124,0.05437074154418797,0.00670659048550113,0.07658345809525549,0.8010632772158024,0.02372513672889124,0.016422744355156525,38.74056648079215,-9.150668379881076,0
18550,Tracy Northrop,female,72,Msc,1,0,1,2021,5,6,1,11,Morning,173,0.2333299636884998,16186.0,402.0,213.0,16.0,229.0,2218.0,2154.0,64.0,277.0,1302.0,198.0,231.0,21043.0,0.019103739961023092,0.010882478734015643,0.010977522216408792,0.10540322197400304,0.7691869030077606,0.061873307037940466,0.009409304756921822,38.76060048588143,-9.04987881094662,0
18551,Matt Madison,male,44,Msc,1,1,2,2008,18,3,0,22,Evening,109,0.5927837715772131,76232.0,1073.0,950.0,749.0,1699.0,4564.0,4171.0,393.0,920.0,550.0,1062.0,440.0,86540.0,0.012398890686386365,0.01963253986595567,0.005084354055927307,0.0527386179801187,0.8808874508896603,0.006355442569909134,0.012271781834988182,38.76208930495832,-9.19637190809564,0
18552,Richard Wroblewski,male,69,Unknown,0,0,0,2014,12,5,1,14,Afternoon,63,1.0,11745.0,551.0,728.0,365.0,1093.0,754.0,754.0,0.0,69.0,160.0,469.0,371.0,15212.0,0.036221404154590964,0.07185117012879841,0.024388640546920595,0.04956613200101922,0.7720878254004916,0.010518012095706995,0.03083092295554113,38.73194746204861,-9.186618178832106,0
18553,Vickie Roselli,female,28,Msc,0,1,1,2026,0,5,2,8,Morning,213,0.245802822535466,45756.0,364.0,1060.0,1075.0,2135.0,4519.0,4095.0,424.0,779.0,741.0,1937.0,223.0,56454.0,0.006447727353242207,0.0378184008219014,0.003950118680695088,0.08004747227830092,0.810500584546567,0.013125730683385921,0.0343111205583246,38.74442822451159,-9.1235019061306,0
18554,Marcella Fetterman,female,45,Bsc,5,4,9,2012,14,5,1,11,Morning,392,0.1326971170627942,17735.0,746.0,1874.0,1217.0,3091.0,4726.0,4327.0,399.0,839.0,837.0,1264.0,177.0,29415.0,0.02536121026686202,0.10508244093146181,0.006017338092807745,0.16066632670400793,0.6029236783951715,0.028454869964294253,0.042971273159937796,38.71437399976007,-9.193590950673174,0
18555,Benjamin Elio,male,31,Unknown,2,1,3,2021,5,2,2,8,Morning,21,0.0,9074.0,104.0,616.0,572.0,1188.0,545.0,475.0,70.0,210.0,780.0,297.0,164.0,12362.0,0.008412878175045775,0.09610095453802289,0.013266461737572182,0.04408671735961488,0.7340236207727439,0.0630965863128433,0.024025238634505723,38.74807817758509,-9.156993523677915,0
18556,Michael Lewis,male,70,Phd,0,1,1,2019,7,4,1,12,Afternoon,41,0.1646098713976746,17923.0,378.0,833.0,919.0,1752.0,2698.0,2690.0,8.0,746.0,401.0,1111.0,235.0,25244.0,0.014973855173500644,0.06940263032797124,0.009309142766594315,0.10687688163519772,0.7099904927900847,0.01588496276342264,0.044010457930579935,38.77805404201578,-9.178206651565636,0
18557,Donna Moore,female,74,Msc,0,1,1,2015,11,1,1,8,Morning,136,0.3537733358923648,12542.0,427.0,882.0,322.0,1204.0,2005.0,1768.0,237.0,275.0,12.0,892.0,593.0,17950.0,0.023788300835641343,0.06707520891361166,0.03303621169914594,0.11169916434534166,0.6987186629522569,0.0006685236768798504,0.049693593314735544,38.76250342539749,-9.15102391085184,0
18558,Reid Hampton,male,58,Bsc,4,2,6,2010,16,3,0,8,Morning,281,0.1777642468298829,31611.0,736.0,1654.0,2345.0,3999.0,4336.0,4043.0,293.0,633.0,2314.0,731.0,54.0,44414.0,0.01657135137568862,0.09003917683611248,0.0012158328454988934,0.09762687440894817,0.7117350385012132,0.05210068897193405,0.01645877426036465,38.772841707583225,-9.13729246910578,0
18559,Billy Preston,male,56,Phd,1,1,2,2015,11,4,0,8,Morning,94,0.032401965877496,9949.0,1290.0,150.0,18.0,168.0,892.0,700.0,192.0,484.0,135.0,2605.0,173.0,15696.0,0.08218654434245527,0.010703363914366269,0.011021916411817646,0.056829765545325664,0.63385575942875,0.008600917431187181,0.16596585117216744,38.77323104996303,-9.088793938394456,0
18560,Linda Wright,female,50,Phd,1,0,1,2007,19,3,1,14,Afternoon,236,0.0104797293295493,22276.0,376.0,777.0,572.0,1349.0,5580.0,5319.0,261.0,586.0,269.0,1137.0,359.0,31932.0,0.011775021921579677,0.042246022798433466,0.01124264061129549,0.1747463359638686,0.6976074157582683,0.008424151321555672,0.035606914693713014,38.7644014317657,-9.144228338784307,0
18561,Lewis Sundquist,male,44,Phd,3,3,6,2016,10,3,0,14,Afternoon,317,0.0743094429266054,21033.0,1577.0,1163.0,1137.0,2300.0,5923.0,5575.0,348.0,1074.0,1332.0,1139.0,552.0,34930.0,0.04514743773259515,0.06584597766960612,0.01580303464070547,0.1695677068422074,0.6021471514455763,0.03813340967648494,0.032608073289426685,38.73652805969924,-9.178455188429448,0
18563,Stewart Walker,male,63,Phd,1,1,2,2019,7,3,1,15,Afternoon,89,0.2596574074528612,17591.0,1097.0,159.0,34.0,193.0,543.0,516.0,27.0,461.0,159.0,1894.0,149.0,22087.0,0.0496672250644951,0.008738171775248455,0.006746049712497511,0.024584597274403684,0.7964413455875418,0.007198804726759089,0.08575179970114287,38.73143164743472,-9.147159284126898,0
18564,Ann Crampton,female,62,Msc,1,1,2,2011,15,3,0,20,Evening,210,0.4261413832684129,14254.0,151.0,501.0,487.0,988.0,2053.0,1792.0,261.0,546.0,478.0,1486.0,444.0,20400.0,0.007401960784310097,0.04843137254899586,0.02176470588234227,0.10063725490191144,0.6987254901957359,0.023431372549008123,0.07284313725486626,38.73888468056389,-9.126944039393775,0
18565,Cynthia Gandy,female,66,Msc,4,1,5,2008,18,2,1,20,Evening,128,0.19040721727381,20767.0,143.0,0.0,0.0,0.0,367.0,38.0,329.0,519.0,668.0,875.0,343.0,23682.0,0.006038341356301816,0.0,0.014483574022458203,0.01549700194239697,0.8769107338903483,0.02820707710496233,0.03694789291443419,38.7702850426471,-9.150757910147156,0
18566,Elane Apilado,female,73,Bsc,0,1,1,2012,14,5,2,8,Morning,99,0.1412228276031649,23940.0,368.0,1541.0,217.0,1758.0,611.0,545.0,66.0,505.0,220.0,639.0,242.0,28283.0,0.013011349573944415,0.06215747975813663,0.008556376621996055,0.021603083124130538,0.8464448608701882,0.007778524201814596,0.022593077113452393,38.75418184065988,-9.169989275240976,0
18567,Staci Shaikh,female,53,Bsc,0,0,0,2021,5,5,1,19,Evening,307,0.0,27557.0,8.0,562.0,151.0,713.0,3473.0,3381.0,92.0,154.0,706.0,19.0,162.0,32792.0,0.00024396194193698344,0.02174310807513365,0.004940229324223915,0.10590997804339294,0.8403574042446816,0.02152964137593879,0.0005794096121003357,38.69231321250482,-9.169348907400227,0
18568,Ethel Kwan,female,55,Unknown,0,0,0,2017,9,1,1,21,Evening,103,0.1630360879035863,13016.0,200.0,753.0,474.0,1227.0,7840.0,6160.0,1680.0,608.0,1214.0,242.0,465.0,24812.0,0.008060615831046242,0.049451878123468705,0.018740931807182514,0.31597614057701273,0.5245848782844895,0.048927938094450694,0.009753345155565954,38.7761172021142,-9.172495448963966,0
18569,Sonja Davis,female,48,Msc,1,2,3,2009,17,4,1,6,Morning,297,0.3386467294522169,59882.0,491.0,943.0,977.0,1920.0,1802.0,1455.0,347.0,831.0,409.0,2662.0,429.0,68426.0,0.007175634992545645,0.02805950954315201,0.006269546663548027,0.026335018852479127,0.8751351825328274,0.0059772601058068605,0.0389033408353493,38.77968285721448,-9.169763109171477,0
